
#######################################################################################
############# Everything until North Germanic is not yet Sorted!!! ####################
#######################################################################################

###########################################################
################ North Germanic ###########################
###########################################################

#######################################
############# Norse ###################
#######################################

king_female_danish;Dronning;;;;;;;;;;;;;x
title_prince_danish;Prins;;;;;;;;;;;;;x
title_prince_female_danish;Prinsesse;;;;;;;;;;;;;x
duke_danish;Hertuger;;;;;;;;;;;;;x
duke_female_danish;Hertuginde;;;;;;;;;;;;;x
count_danish;Tælle;;;;;;;;;;;;;x
count_female_danish;Tællinne;;;;;;;;;;;;;x
baron_danish;Lendmann;;;;;;;;;;;;;x
city_baron_danish;Borgmester;;;;;;;;;;;;;x

tribal_duke_danish;Storhøvding;;;;;;;;;;;;;x
tribal_count_danish;Høvding;;;;;;;;;;;;;x

job_chancellor_danish;Kansler;;;;;;;;;;;;;x
job_marshal_danish;Hærfører;;;;;;;;;;;;;x
job_treasurer_danish;Kasserer;;;;;;;;;;;;;x
job_spymaster_danish;Spion Herra;;;;;;;;;;;;;x

POPE_danish;Pave;;;;;;;;;;;;;x

###########################################
############### Swedish ###################
###########################################

k_sweden;Sverige;;;;;;;;;;;;;x


kingdom_swedish;Kungariket;;;;;;;;;;;;;x
kingdom_of_swedish;Kungeriket af;;;;;;;;;;;;;x
duchy_of_swedish;Hertig af;;;;;;;;;;;;;x
county_of_swedish;Räkna af;;;;;;;;;;;;;x
barony_of_swedish;Lendmann af;;;;;;;;;;;;;x
city_of_swedish;Stad af;;;;;;;;;;;;;x

emperor_swedish;Kejsare;;;;;;;;;;;;;x
emperor_female_swedish;Kejsarinna;;;;;;;;;;;;;x
king_swedish;Kung;;;;;;;;;;;;;x
king_female_swedish;Drottning;;;;;;;;;;;;;x
title_prince_swedish;Prins;;;;;;;;;;;;;x
title_prince_female_swedish;Prinsessa;;;;;;;;;;;;;x

duke_swedish;Hertig;;;;;;;;;;;;;x
duke_female_swedish;Hertiginna;;;;;;;;;;;;;x
count_swedish;Räkna;;;;;;;;;;;;;x
count_female_swedish;Räkninna;;;;;;;;;;;;;x
baron_swedish;Lendmann;;;;;;;;;;;;;x
city_baron_swedish;Stadmester;;;;;;;;;;;;;x

tribal_duke_swedish;Storhövding;;;;;;;;;;;;;x
tribal_count_swedish;Hövding;;;;;;;;;;;;;x

job_chancellor_swedish;Kansler;;;;;;;;;;;;;x
job_marshal_swedish;Marskalk;;;;;;;;;;;;;x
job_treasurer_swedish;Skattmästare;;;;;;;;;;;;;x
job_spymaster_swedish;Spion Herre;;;;;;;;;;;;;x

POPE_swedish;Påve;;;;;;;;;;;;;x

###########################################################
################ West Germanic	###########################
###########################################################

k_england;Ænglaland;;;;;;;;;;;;;x
k_england_adj;Ænglish;;;;;;;;;;;;;x

emperor_west_germanic;Bretwalda;;;;;;;;;;;;;x
king_west_germanic;Cyning;;;;;;;;;;;;;x
duke_west_germanic;Aldariman;;;;;;;;;;;;;x
count_west_germanic;Walda;;;;;;;;;;;;;x

tribal_king_west_germanic;Cyning;;;;;;;;;;;;;x
tribal_duke_west_germanic;Aldariman;;;;;;;;;;;;;x

job_marshal_west_germanic;Drohtin;;;;;;;;;;;;;x
job_spymaster_west_germanic;Aþalrád;;;;;;;;;;;;;x
job_spiritual_west_germanic;Godwine;;;;;;;;;;;;;x

#######################################
############ Frisian ##################
#######################################

empire_of_frisian;Rike;;;;;;;;;;;;;x
kingdom_of_frisian;Keningrike;;;;;;;;;;;;;x
duchy_of_frisian;Hertogadom;;;;;;;;;;;;;x
county_of_frisian;Graafskip;;;;;;;;;;;;;x

emperor_frisian;Kasar;;;;;;;;;;;;;x
emperor_female_frisian;Kasarin;;;;;;;;;;;;;x
king_frisian;Kining;;;;;;;;;;;;;x
king_female_frisian;Kiningin;;;;;;;;;;;;;x
title_prince_frisian;Etheling;;;;;;;;;;;;;x
title_prince_female_frisian;Forstin;;;;;;;;;;;;;x
duke_frisian;Hertog;;;;;;;;;;;;;x
duke_female_frisian;Hertogin;;;;;;;;;;;;;x
count_frisian;Erl;;;;;;;;;;;;;x
count_female_frisian;Erlwif;;;;;;;;;;;;;x
baron_frisian;Friher;;;;;;;;;;;;;x
baron_female_frisian;Frifrowe;;;;;;;;;;;;;x

tribal_duke_frisian;Grathavedling;;;;;;;;;;;;;x
tribal_count_frisian;Havedling;;;;;;;;;;;;;x

vice_royalty_king_frisian;Underkining;;;;;;;;;;;;;x
vice_royalty_king_female_frisian;Underkiningin;;;;;;;;;;;;;x
vice_royalty_duke_frisian;Minniro Underkining;;;;;;;;;;;;;x
vice_royalty_duke_female_frisian;Minniro Underkiningin;;;;;;;;;;;;;x

FYLKIR_frisian;Folker;;;;;;;;;;;;;x
FYLKJA_frisian;Folkerin;;;;;;;;;;;;;x

#######################################
############# Dutch ###################
#######################################

empire_of_dutch;Rijk;;;;;;;;;;;;;x
kingdom_of_dutch;Koninkrijk;;;;;;;;;;;;;x
duchy_of_dutch;Hertogdom;;;;;;;;;;;;;x
county_of_dutch;Graafschap;;;;;;;;;;;;;x

emperor_dutch;Keizer;;;;;;;;;;;;;x
emperor_female_dutch;Keizerin;;;;;;;;;;;;;x
king_dutch;Koning;;;;;;;;;;;;;x
king_female_dutch;Koningin;;;;;;;;;;;;;x
title_prince_dutch;Vorst;;;;;;;;;;;;;x
title_prince_female_dutch;Vorstin;;;;;;;;;;;;;x
duke_dutch;Hertog;;;;;;;;;;;;;x
duke_female_dutch;Hertogin;;;;;;;;;;;;;x
count_dutch;Graaf;;;;;;;;;;;;;x
count_female_dutch;Gravin;;;;;;;;;;;;;x
baron_dutch;Vrijheer;;;;;;;;;;;;;x
baron_female_dutch;Vrijvrouw;;;;;;;;;;;;;x

tribal_duke_dutch;Groothoofdling;;;;;;;;;;;;;x
tribal_count_dutch;Hoofdling;;;;;;;;;;;;;x
tribal_baron;Dorpshoofd;;;;;;;;;;;;;x

vice_royalty_king_dutch;Onderkoning;;;;;;;;;;;;;x
vice_royalty_king_female_dutch;Onderkoningin;;;;;;;;;;;;;x
vice_royalty_duke_dutch;Minder Onderkoning;;;;;;;;;;;;;x
vice_royalty_duke_female_dutch;Minder Onderkoningin;;;;;;;;;;;;;x

FYLKIR_dutch;Volker;;;;;;;;;;;;;x
FYLKJA_dutch;Volkerin;;;;;;;;;;;;;x

POPE_dutch;Paus;;;;;;;;;;;;;x

family_palace_baron_dutch;Patriciër;;;;;;;;;;;;;x

job_spymaster_dutch;Kanselier;;;;;;;;;;;;;x
job_marshal_dutch;Maarschalk;;;;;;;;;;;;;x
job_treasurer_dutch;Schatbewaarder;;;;;;;;;;;;;x
job_chancellor_dutch;Spionnenmeester;;;;;;;;;;;;;x
job_spiritual_dutch;Hofkapelaan;;;;;;;;;;;;;x

#######################################
########### Old Saxon #################
#######################################

empire_of_old_saxon;Riki;;;;;;;;;;;;;x
kingdom_of_old_saxon;Kiningriki;;;;;;;;;;;;;x
duchy_of_old_saxon;Hertogdom;;;;;;;;;;;;;x
county_of_old_saxon;Erlskepi;;;;;;;;;;;;;x

tribal_duke_old_saxon;Hoh Hobidling;;;;;;;;;;;;;x
tribal_count_old_saxon;Hobidling;;;;;;;;;;;;;x

vice_royalty_king_old_saxon;Undarkuning;;;;;;;;;;;;;x
vice_royalty_king_female_old_saxon;Undarkuningin;;;;;;;;;;;;;x
vice_royalty_duke_old_saxon;Minniro Undarkuning;;;;;;;;;;;;;x
vice_royalty_duke_female_old_saxon;Minniro Undarkuningin;;;;;;;;;;;;;x

FYLKIR_old_saxon;Folkar;;;;;;;;;;;;;x
FYLKJA_old_saxon;Folkarin;;;;;;;;;;;;;x

#######################################
############# Saxon ###################
#######################################
## Old Aenglish Titles by Kaiserkatze #

empire_of_saxon;Rice;;;;;;;;;;;;;x
kingdom_of_saxon;Cyningrice of;;;;;;;;;;;;;x
duchy_of_saxon;Scir of;;;;;;;;;;;;;x
county_of_saxon;Boldgetæl of;;;;;;;;;;;;;x
barony_of_saxon;Hundred of;;;;;;;;;;;;;x

emperor_saxon;Casere;;;;;;;;;;;;;x
emperor_female_saxon;Cwen;;;;;;;;;;;;;x
king_saxon;Cyning;;;;;;;;;;;;;x
king_female_saxon;Cwen;;;;;;;;;;;;;x
title_prince_saxon;Æðeling;;;;;;;;;;;;;x
title_prince_female_saxon;Cwen;;;;;;;;;;;;;x
duke_saxon;Eorl;;;;;;;;;;;;;x
duke_female_saxon;Siþwif;;;;;;;;;;;;;x
count_saxon;Ealdorman;Ealdorman;;;;;;;;;;;;;x
count_female_saxon;Ealdorfreo;;;;;;;;;;;;;x
baron_saxon;Hundredman;;;;;;;;;;;;;x
baron_female_saxon;Freo;;;;;;;;;;;;;x
city_barony_of_saxon;Burg of;;;;;;;;;;;;;x
city_baron_saxon;Burgealdor;;;;;;;;;;;;;x

tribal_duke_saxon;Heaga Heafodling;;;;;;;;;;;;;x
tribal_count_saxon;Heafodling;;;;;;;;;;;;;x

vice_royalty_king_saxon;Undercyning;;;;;;;;;;;;;x
vice_royalty_king_female_saxon;Undercwen;;;;;;;;;;;;;x
vice_royalty_duke_saxon;Minniro Undercyning;;;;;;;;;;;;;x
vice_royalty_duke_female_saxon;Minniro Undercwen;;;;;;;;;;;;;x

FYLKIR_saxon;Folcor;;;;;;;;;;;;;x
FYLKJA_saxon;Folcorwif;;;;;;;;;;;;;x

#########################################
############# English ###################
#########################################
# Middle Aenglish Titles by Kaiserkatze #

empire_of_english;Ricke of;;;;;;;;;;;;;x
kingdom_of_english;Kingdom of;;;;;;;;;;;;;x
duchy_of_english;Duche of;;;;;;;;;;;;;x
county_of_english;Counte of;;;;;;;;;;;;;x
barony_of_english;Barone of;;;;;;;;;;;;;x

emperor_english;Kaiser;;;;;;;;;;;;;x
emperor_female_english;Emperice;;;;;;;;;;;;;x
king_english;King;;;;;;;;;;;;;x
king_female_english;Quene;;;;;;;;;;;;;x
title_prince_english;Pryns;;;;;;;;;;;;;x
title_prince_female_english;Prynsesse;;;;;;;;;;;;;x
duke_english;Duk;;;;;;;;;;;;;x
duke_female_english;Duchesse;;;;;;;;;;;;;x
count_english;Erl;;;;;;;;;;;;;x
count_female_english;Countesse;;;;;;;;;;;;;x
baron_english;Baroun;;;;;;;;;;;;;x
baron_female_english;Barounesse;;;;;;;;;;;;;x
city_barony_of_english;Burgh of;;;;;;;;;;;;;x
city_baron_english;Mayre;;;;;;;;;;;;;x

###########################################################
##################### Latin	###############################
###########################################################
################### Latin is Roman ########################

empire_of_latin;Imperium;;;;;;;;;;;;;x
kingdom_of_latin;Regnum;;;;;;;;;;;;;x
duchy_of_latin;Ducatus;;;;;;;;;;;;;x
county_of_latin;Comitatus;;;;;;;;;;;;;x
city_latin;Urbs;;;;;;;;;;;;;x
city_of_latin;Urbs;;;;;;;;;;;;;x

emperor_latin;Imperator;;;;;;;;;;;;;x
emperor_female_latin;Imperatrix;;;;;;;;;;;;;x
king_latin;Rex;;;;;;;;;;;;;x
king_female_latin;Regina;;;;;;;;;;;;;x
title_prince_latin;Princeps;;;;;;;;;;;;;x
title_prince_female_latin;Principissa;;;;;;;;;;;;;x
title_queen_mother_latin;Regina Mater;;;;;;;;;;;;;x
duke_latin;Dux;;;;;;;;;;;;;x
duke_female_latin;Ducissa;;;;;;;;;;;;;x
count_latin;Comes;;;;;;;;;;;;;x
count_female_latin;Comitissa;;;;;;;;;;;;;x
baron_latin;Baro;;;;;;;;;;;;;x
baron_female_latin;Baronissa;;;;;;;;;;;;;x

tribal_count_latin;Caput;;;;;;;;;;;;;x

city_emperor_latin;Magnus Princeps;;;;;;;;;;;;;x
city_empire_of_latin;Principalitas;;;;;;;;;;;;;x
city_duke_latin;Dux;;;;;;;;;;;;;x
city_king_latin;Serenissimus Dux;;;;;;;;;;;;;x
city_count_latin;Praefectus;;;;;;;;;;;;;x
city_duchy_of_latin;Res publica;;;;;;;;;;;;;x

vice_royalty_duke_latin;Corrector;;;;;;;;;;;;;x
vice_royalty_duke_female_latin;Correctrix;;;;;;;;;;;;;x
vice_royalty_king_latin;Vicarius;;;;;;;;;;;;;x
vice_royalty_king_female_latin;Vicaria;;;;;;;;;;;;;x
vice_royalty_emperor_latin;Praefectus Praetorio;;;;;;;;;;;;;x
vice_royalty_duchy_of_latin;Provincia;;;;;;;;;;;;;x
vice_royalty_kingdom_of_latin;Dioecesis;;;;;;;;;;;;;x
vice_royalty_empire_of_latin;Praefectura Praetorio;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_latin;Patriarchae Oecumenico;;;;;;;;;;;;;x
PATRIARCH_IN_THE_EAST_latin;Patriarcha Orientalis;;;;;;;;;;;;;x
COPTIC_POPE_latin;Papa Alexandriae;;;;;;;;;;;;;x
POPE_latin;Papa;;;;;;;;;;;;;x

city_king_latin;Serenissimo Doge;;;;;;;;;;;;;x
city_kingdom_of_latin;Serenissima Respublica;;;;;;;;;;;;;x

job_spymaster_latin;Speculator;;;;;;;;;;;;;x
job_marshal_latin;Magister Militum;;;;;;;;;;;;;x
job_treasurer_latin;Quaestor;;;;;;;;;;;;;x
job_chancellor_latin;Magister Officiorum;;;;;;;;;;;;;x
job_spiritual_latin;Aedituus;;;;;;;;;;;;;x

title_master_of_the_horse_latin;Magister Equitum;;;;;;;;;;;;;x

POPE_norman;Pape;;;;;;;;;;;;;x
HOUSE_latin;Gens;;;;;;;;;;;;;x
family_palace_baron_latin;Patricius;;;;;;;;;;;;;x

#########################################
############# Dalmatian #################
#########################################

emperor_dalmatian;Inperataur;;;;;;;;;;;;;x
emperor_female_dalmatian;Inperatric;;;;;;;;;;;;;x
king_dalmatian;Ra;;;;;;;;;;;;;x
king_female_dalmatian;Regaina;;;;;;;;;;;;;x
duke_dalmatian;Doik;;;;;;;;;;;;;x
duke_female_dalmatian;Doikissa;;;;;;;;;;;;;x
count_dalmatian;Kont;;;;;;;;;;;;;x
count_female_dalmatian;Kontissa;;;;;;;;;;;;;x



#########################################
############# Italian ###################
#########################################

empire_of_italian;Impero di;;;;;;;;;;;;;x
kingdom_of_italian;Regno di;;;;;;;;;;;;;x
duchy_of_italian;Ducato di;;;;;;;;;;;;;x
county_of_italian;Contea di;;;;;;;;;;;;;x

city_kingdom_of_italian;Serenissima Repubblica di;;;;;;;;;;;;;x

emperor_italian;Imperatore;;;;;;;;;;;;;x
emperor_italian_female;Imperatrice;;;;;;;;;;;;;x
king_italian;Re;;;;;;;;;;;;;x
king_italian_female;Regina;;;;;;;;;;;;;x
title_prince_italian;Principe;;;;;;;;;;;;;x
title_prince_italian_female;Principessa;;;;;;;;;;;;;x
duke_italian;Duca;;;;;;;;;;;;;x
duke_italian_female;Duchessa;;;;;;;;;;;;;x
count_italian;Conte;;;;;;;;;;;;;x
count_italian_female;Contessa;;;;;;;;;;;;;x
baron_italian;Barone;;;;;;;;;;;;;x
baron_female_italian;Baronessa;;;;;;;;;;;;;x

tribal_count_italian;Capo;;;;;;;;;;;;;x

job_chancellor_italian;Cancelliere;;;;;;;;;;;;;x
job_marshal_italian;Maresciallo;;;;;;;;;;;;;x
job_treasurer_italian;Tesoriere;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_italian;Patriarca Ecumenico;;;;;;;;;;;;;x
COPTIC_POPE_italian;Papa Copta;;;;;;;;;;;;;x
family_palace_baron_italian;Patrizio;;;;;;;;;;;;;x

###########################################################
################### Iberian ###############################
###########################################################
############## Iberian is Castillan #######################

empire_iberian;Imperio;;;;;;;;;;;;;x
empire_of_iberian;Imperio de;;;;;;;;;;;;;x
kingdom_iberian;Reino;;;;;;;;;;;;;x
kingdom_of_iberian;Reino de;;;;;;;;;;;;;x
duchy_iberian;Ducado;;;;;;;;;;;;;x
duchy_of_iberian;Ducado de;;;;;;;;;;;;;x
county_iberian;Condado;;;;;;;;;;;;;x
county_of_iberian;Condado de;;;;;;;;;;;;;x

city_kingdom_of_iberian;Serenísima República de;;;;;;;;;;;;;x

emperor_iberian;Emperador;;;;;;;;;;;;;x
emperor_iberian_female;Emperatriz;;;;;;;;;;;;;x
king_iberian;Rey;;;;;;;;;;;;;x
king_iberia_female;Reina;;;;;;;;;;;;;x
title_prince_iberian;Príncipe;;;;;;;;;;;;;x
title_prince_iberian;Princesa;;;;;;;;;;;;;x
duke_iberian;Duque;;;;;;;;;;;;;x
duke_iberian_female;Duquesa;;;;;;;;;;;;;x
count_iberian;Conde;;;;;;;;;;;;;x
count_iberian_female;Condesa;;;;;;;;;;;;;x
baron_iberian;Barón;;;;;;;;;;;;;x
baron_female_iberian;Baronesa;;;;;;;;;;;;;x

tribal_count_iberian;Cabo;;;;;;;;;;;;;x

job_chancellor_iberian;Canciller;;;;;;;;;;;;;x
job_marshal_iberian;Mariscal;;;;;;;;;;;;;x
job_treasurer_iberian;Tesorero;;;;;;;;;;;;;x
job_spymaster_iberian;Maestro de espías;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_iberian;Patriarca Ecuménico;;;;;;;;;;;;;x
COPTIC_POPE_iberian;Papa Copto;;;;;;;;;;;;;x
POPE_iberian;Papa;;;;;;;;;;;;;x
family_palace_baron_iberian;Patricio;;;;;;;;;;;;;x

###########################################
############### Catalan ###################
###########################################

empire_of_catalan;Imperi;;;;;;;;;;;;;x
kingdom_of_catalan;Regne;;;;;;;;;;;;;x
duchy_of_catalan;Ducat de;;;;;;;;;;;;;x
county_of_catalan;Comtat de;;;;;;;;;;;;;x

city_kingdom_of_catalan;République Sérénissime de;;;;;;;;;;;;;x

emperor_catalan;Emperador;;;;;;;;;;;;;x
emperor_female_catalan;Emperadriu;;;;;;;;;;;;;x
king_catalan;Rei;;;;;;;;;;;;;x
king_female_catalan;Reina;;;;;;;;;;;;;x
title_prince_catalan;Príncep;;;;;;;;;;;;;x
duke_catalan;Duc;;;;;;;;;;;;;x
duke_female_catalan;Duquessa;;;;;;;;;;;;;x
count_catalan;Comte;;;;;;;;;;;;;x
count_female_catalan;Comtessa;;;;;;;;;;;;;x
baron_catalan;Baró;;;;;;;;;;;;;x

tribal_count_catalan;Cap;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_catalan;Patriarcat Ecumènic;;;;;;;;;;;;;x
family_palace_baron_catalan;Patrici;;;;;;;;;;;;;x

###########################################
############## Portugese ##################
###########################################

k_portugal;Portugal;;;;;;;;;;;;;x

empire_portuguese;Império;;;;;;;;;;;;;x
empire_of_portugese;Império de;;;;;;;;;;;;;x
barony_of_portuguese;Baronia de;;;;;;;;;;;;;x
city_of_portuguese;Cidade de;;;;;;;;;;;;;x

baron_portuguese;Barão;;;;;;;;;;;;;x
city_baron_portuguese;Prefeito;;;;;;;;;;;;;x

job_chancellor_portuguese;Chanceler;;;;;;;;;;;;;x
job_marshal_portuguese;Marechal;;;;;;;;;;;;;x
job_treasurer_portuguese;Mordomo;;;;;;;;;;;;;x
job_spymaster_portuguese;Espião-mor;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_portuguese;Patriarca Ecuménico;;;;;;;;;;;;;x
COPTIC_POPE_portuguese;Papa Copto;;;;;;;;;;;;;x
family_palace_baron_portuguese;Patrício;;;;;;;;;;;;;x


###########################################
############### Basque ####################
###########################################

emperor_basque;Enperadore;;;;;;;;;;;;;x
emperor_basque_female;Enperatriza;;;;;;;;;;;;;x
king_basque;Errege;;;;;;;;;;;;;x
king_basque_female;Erregina;;;;;;;;;;;;;x
title_prince_basque;Printze;;;;;;;;;;;;;x
title_prince_female_basque;Printzesa;;;;;;;;;;;;;x
duke_basque;Dukeak;;;;;;;;;;;;;x
duke_female_basque;Dukesa;;;;;;;;;;;;;x
count_basque;Konde;;;;;;;;;;;;;x
count_female_basque;Kondesa;;;;;;;;;;;;;x
baron_basque;Baroi;;;;;;;;;;;;;x
baron_female_basque;Baronessa;;;;;;;;;;;;;x

job_chancellor_portuguese;Kantziler;;;;;;;;;;;;;x
job_marshal_portuguese;Mariskalaren;;;;;;;;;;;;;x
job_treasurer_portuguese;Diruzaina;;;;;;;;;;;;;x
job_spymaster_portuguese;Espioi maisua;;;;;;;;;;;;;x

###########################################
########## Romanian / Vlach ###############
###########################################

empire_of_romanian;Imperiul;;;;;;;;;;;;;x
kingdom_romanian;Regat;;;;;;;;;;;;;x
kingdom_of_romanian;Regatul;;;;;;;;;;;;;x
duchy_romanian;Principat;;;;;;;;;;;;;x
duchy_of_romanian;Principatul;;;;;;;;;;;;;x
county_romanian;Voievodat;;;;;;;;;;;;;x
county_of_romanian;Voievodatul;;;;;;;;;;;;;x
barony_romanian;Bandon;;;;;;;;;;;;;x
barony_of_romanian;Bandon;;;;;;;;;;;;;x
city_barony_of_romanian;Archonate;;;;;;;;;;;;;x

emperor_romanian;Împarat;;;;;;;;;;;;;x
emperor_female_romanian;Împarateasa;;;;;;;;;;;;;x
king_romanian;Rege;;;;;;;;;;;;;x
