
###########################################################
################### Altaic ################################
###########################################################
###########################################################

king_title_prince_khazar;Xanzada;;;;;;;;;;;;;x
king_title_prince_female_khazar;Xansayim;;;;;;;;;;;;;x

city_baron_khazar;Tudun;;;;;;;;;;;;;x
city_baron_female_khazar;Begwm;;;;;;;;;;;;;x


tribal_emperor_khazar;Qagan;;;;;;;;;;;;;x
tribal_emperor_female_khazar;Qatwn;;;;;;;;;;;;;x
tribal_king_khazar;Xan;;;;;;;;;;;;;x
tribal_king_female_khazar;Xatwn;;;;;;;;;;;;;x
tribal_duke_khazar;Xalïfa;;;;;;;;;;;;;x
tribal_duke_female_khazar;Begwm;;;;;;;;;;;;;x
tribal_count_khazar;Beylik;;;;;;;;;;;;;x
tribal_count_female_khazar;Begwm;;;;;;;;;;;;;x
tribal_baron_khazar;Tudun;;;;;;;;;;;;;x
tribal_baron_female_khazar;Begwm;;;;;;;;;;;;;x

nomad_emperor_khazar;Qagan;;;;;;;;;;;;;x
nomad_emperor_female_khazar;Qatwn;;;;;;;;;;;;;x
nomad_king_khazar;Xan;;;;;;;;;;;;;x
nomad_king_female_khazar;Xatwn;;;;;;;;;;;;;x
nomad_duke_khazar;Xalïfa;;;;;;;;;;;;;x
nomad_duke_female_khazar;Begwm;;;;;;;;;;;;;x
nomad_count_khazar;Beylik;;;;;;;;;;;;;x
nomad_count_female_khazar;Begwm;;;;;;;;;;;;;x
nomad_baron_khazar;Tudun;;;;;;;;;;;;;x
nomad_baron_female_khazar;Begwm;;;;;;;;;;;;;x

job_chancellor_east_slavic;Kündür;;;;;;;;;;;;;x
job_marshal_east_slavic;Qagan Bek;;;;;;;;;;;;;x
job_treasurer_east_slavic;Jawashighar;;;;;;;;;;;;;x

#########################################
############## Turkiq ###################
#########################################

duke_turkish;Atabeg;;;;;;;;;x
duchy_of_turkish;Atabeg;;;;;;;;;x
duchy_turkish;Atabeg;;;;;;;;;x

#########################################
############## Khitan ###################
#########################################

emperor_khitan;Gurkhan;;;;;;;;;;;;;x
duke_khitan;Dongjue;;;;;;;;;;;;;x
count_khitan;Bojue;;;;;;;;;;;;;x
count_female_khitan;Bojuefuren;;;;;;;;;;;;;x
baron_khitan;Nanjue;;;;;;;;;;;;;x
baron_female_khitan;Nanjuefruen;;;;;;;;;;;;;x

#########################################
############## Bolghar ##################
#########################################

city_baron_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_baron_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_duke_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_duke_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_female_bolghar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x

emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
emperor_title_ruler_consort_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_title_ruler_consort_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x

king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
king_title_ruler_consort_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
king_title_ruler_consort_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
duke_title_ruler_consort_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x

count_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
count_title_ruler_consort_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x

baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
baron_title_ruler_consort_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x

imperial_baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
imperial_baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_city_baron_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_city_baron_female_bolghar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_count_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
imperial_count_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
imperial_duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
imperial_emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
imperial_job_marshal_bolghar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
imperial_job_treasurer_bolghar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
imperial_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
imperial_king_title_ruler_consort_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_king_title_ruler_consort_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
imperial_title_master_of_horse_bolghar;Minik;Minik;Minik;;Minik;;;;;;;;;x
imperial_vice_royalty_duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
imperial_vice_royalty_duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_vice_royalty_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_vice_royalty_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

job_marshal_bolghar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
job_treasurer_bolghar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
job_treasurer_female_bolghar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x

nomadic_emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
nomadic_emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
nomadic_emperor_title_ruler_consort_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
nomadic_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
nomadic_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
nomadic_king_title_ruler_consort_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
nomadic_king_title_ruler_consort_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

temple_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
temple_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

title_designated_heir_bolghar;Kanartikin;Kanartikin;Kanartikin;;Kanartikin;;;;;;;;;x
title_master_of_the_horse_bolghar;Minik;Minik;Minik;;Minik;;;;;;;;;x
title_prince_baron_bolghar;Kanartikin;Kanartikin;Kanartikin;;Kanartikin;;;;;;;;;x

tribal_baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
tribal_baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_duke_bolghar;Boil;Boil;Boil;;Boil;;;;;;;;;x
tribal_duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_duke_title_ruler_consort_bolghar;Boil;Boil;Boil;;Boil;;;;;;;;;x
tribal_duke_title_ruler_consort_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
tribal_emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
tribal_emperor_title_ruler_consort_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
tribal_job_marshal_bolghar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
tribal_job_treasurer_bolghar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
tribal_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
tribal_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
tribal_king_title_ruler_consort_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
tribal_king_title_ruler_consort_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
tribal_title_master_of_horse_bolghar;Minik;Minik;Minik;;Minik;;;;;;;;;x

vice_royalty_baron_bolghar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
vice_royalty_baron_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_count_bolghar;Komit;Komit;Komit;;Komit;;;;;;;;;x
vice_royalty_count_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_duke_bolghar;Boila;Boila;Boila;;Boila;;;;;;;;;x
vice_royalty_duke_female_bolghar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_emperor_bolghar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
vice_royalty_emperor_female_bolghar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
vice_royalty_king_bolghar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
vice_royalty_king_female_bolghar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

#########################################
############## Avar #####################
#########################################

city_baron_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_baron_female_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_female_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_duke_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_duke_female_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_female_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_female_avar;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x

emperor_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
emperor_title_ruler_consort_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_title_ruler_consort_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x

duke_avar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
duke_title_ruler_consort_avar;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_title_ruler_consort_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x

count_avar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
count_title_ruler_consort_avar;Komit;Komit;Komit;;Komit;;;;;;;;;x
count_title_ruler_consort_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x

baron_avar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
baron_title_ruler_consort_avar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
baron_title_ruler_consort_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x

imperial_baron_avar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
imperial_baron_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_city_baron_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_city_baron_female_avar;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
imperial_count_avar;Komit;Komit;Komit;;Komit;;;;;;;;;x
imperial_count_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_duke_avar;Boila;Boila;Boila;;Boila;;;;;;;;;x
imperial_duke_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_emperor_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
imperial_emperor_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
imperial_job_marshal_avar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
imperial_job_treasurer_avar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
imperial_king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
imperial_king_title_ruler_consort_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_king_title_ruler_consort_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
imperial_title_master_of_horse_avar;Minik;Minik;Minik;;Minik;;;;;;;;;x
imperial_vice_royalty_duke_avar;Boila;Boila;Boila;;Boila;;;;;;;;;x
imperial_vice_royalty_duke_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
imperial_vice_royalty_king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
imperial_vice_royalty_king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
job_marshal_avar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x

job_treasurer_avar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
job_treasurer_female_avar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x

king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
king_title_ruler_consort_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
king_title_ruler_consort_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

nomadic_emperor_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
nomadic_emperor_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
nomadic_emperor_title_ruler_consort_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
nomadic_emperor_title_ruler_consort_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
nomadic_king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
nomadic_king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
nomadic_king_title_ruler_consort_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
nomadic_king_title_ruler_consort_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

title_designated_heir_avar;Kanartikin;Kanartikin;Kanartikin;;Kanartikin;;;;;;;;;x
title_master_of_the_horse_avar;Minik;Minik;Minik;;Minik;;;;;;;;;x
title_prince_baron_avar;Kanartikin;Kanartikin;Kanartikin;;Kanartikin;;;;;;;;;x

tribal_baron_avar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
tribal_baron_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_duke_avar;Boil;Boil;Boil;;Boil;;;;;;;;;x
tribal_duke_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_duke_title_ruler_consort_avar;Boil;Boil;Boil;;Boil;;;;;;;;;x
tribal_duke_title_ruler_consort_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
tribal_emperor_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
tribal_emperor_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
tribal_emperor_title_ruler_consort_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
tribal_emperor_title_ruler_consort_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
tribal_job_marshal_avar;Ichirgu-boila;Ichirgu-boila;Ichirgu-boila;;Ichirgu-boila;;;;;;;;;x
tribal_job_treasurer_avar;Kavhan;Kavhan;Kavhan;;Kavhan;;;;;;;;;x
tribal_king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
tribal_king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
tribal_king_title_ruler_consort_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
tribal_king_title_ruler_consort_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x
tribal_title_master_of_horse_avar;Minik;Minik;Minik;;Minik;;;;;;;;;x

vice_royalty_baron_avar;Tarkan;Tarkan;Tarkan;;Tarkan;;;;;;;;;x
vice_royalty_baron_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_count_avar;Komit;Komit;Komit;;Komit;;;;;;;;;x
vice_royalty_count_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_duke_avar;Boila;Boila;Boila;;Boila;;;;;;;;;x
vice_royalty_duke_female_avar;Kali;Kali;Kali;;Kali;;;;;;;;;x
vice_royalty_emperor_avar;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
vice_royalty_emperor_female_avar;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
vice_royalty_king_avar;Kanasubigi;Kanasubigi;Kanasubigi;;Kanasubigi;;;;;;;;;x
vice_royalty_king_female_avar;Khanum;Khanum;Khanum;;Khanum;;;;;;;;;x

#########################################
############# Pecheneg ##################
#########################################

city_baron_female_pecheneg;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_baron_pecheneg;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_female_pecheneg;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_count_pecheneg;Bori-Tarkan;Bori-Tarkan;Bori-Tarkan;;Bori-Tarkan;;;;;;;;;x
city_duke_female_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_duke_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_female_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_emperor_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_female_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x
city_king_pecheneg;Oglu-Tarkan;Oglu-Tarkan;Oglu-Tarkan;;Oglu-Tarkan;;;;;;;;;x

emperor_female_pecheneg;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
emperor_pecheneg;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_title_ruler_consort_female_pecheneg;Khatun;Khatun;Khatun;;Khatun;;;;;;;;;x
emperor_title_ruler_consort_pecheneg;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x

duke_female_pecheneg;Kali;Kali;Kali;;Kali;;;;;;;;;x
duke_pecheneg;Boila;Boila;Boila;;Boila;;;;;;;;;x
duke_title_ruler_consort_female_pecheneg;Kali;Kali;Kali;;Kali;;;;;;;;;x
